"modid","translated","total","remaining","percent","sourceJar","zh_tw_path"
"structure","51","51","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\explorerscompass-edited-1.21.1-3.0.3-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\structure\lang\zh_tw.json"
"travellers_gear","50","50","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\twilightforest-1.21.1-4.8.3287-universal.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\travellers_gear\lang\zh_tw.json"
"advancedperipherals","49","49","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AdvancedPeripherals-1.21.1-0.7.59b.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\advancedperipherals\lang\zh_tw.json"
"item_prop","48","48","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\item_prop\lang\zh_tw.json"
"pipegoggles","48","48","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\pipegoggles-2.0.4.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\pipegoggles\lang\zh_tw.json"
"tesseract","48","48","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tesseract-1.0.38-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\tesseract\lang\zh_tw.json"
"mekanismgenerators","47","47","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\MekanismGenerators-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mekanismgenerators\lang\zh_tw.json"
"drippyloadingscreen","45","45","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\drippyloadingscreen_neoforge_3.1.0_MC_1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\drippyloadingscreen\lang\zh_tw.json"
"gaze","45","45","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\gaze-1.1.7.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\gaze\lang\zh_tw.json"
"msg","43","43","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\msg\lang\zh_tw.json"
"material","42","42","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AdvancedAE-1.6.9-1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\material\lang\zh_tw.json"
"solcarrot","40","40","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\solcarrot-1.21.1-1.16.6.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\solcarrot\lang\zh_tw.json"
"simplemagnets","38","38","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\simplemagnets-1.1.12c-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\simplemagnets\lang\zh_tw.json"
"reactor","37","37","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\reactor\lang\zh_tw.json"
"turbine","36","36","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\MekanismGenerators-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\turbine\lang\zh_tw.json"
"apothic_spawners","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ApothicSpawners-1.21.1-1.3.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\apothic_spawners\lang\zh_tw.json"
"create_central_kitchen","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\create-central-kitchen-2.2.6.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\create_central_kitchen\lang\zh_tw.json"
"generic","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\artifacts-neoforge-13.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\generic\lang\zh_tw.json"
"gui","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-library-neoforge-2101.1.30.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\gui\lang\zh_tw.json"
"qio","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\qio\lang\zh_tw.json"
"upgrade","35","35","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\upgrade\lang\zh_tw.json"
"app","34","34","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\tempad-1.21.1-3.0.4-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\app\lang\zh_tw.json"
"ftbteamsconfig","34","34","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-chunks-neoforge-2101.1.13.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ftbteamsconfig\lang\zh_tw.json"
"waila","34","34","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\appliedenergistics2-19.2.17.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\waila\lang\zh_tw.json"
"bonus","33","33","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\bonus\lang\zh_tw.json"
"pedestal","33","33","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ProjectE-1.21.1-PE1.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\pedestal\lang\zh_tw.json"
"refinedstorage_mekanism_integration","33","33","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\refinedstorage-mekanism-integration-1.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\refinedstorage_mekanism_integration\lang\zh_tw.json"
"fission","32","32","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\fission\lang\zh_tw.json"
"string","32","32","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\explorerscompass-edited-1.21.1-3.0.3-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\string\lang\zh_tw.json"
"trashcans","32","32","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\trashcans-1.0.18c-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\trashcans\lang\zh_tw.json"
"justhammers","31","31","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\just-hammers-neoforge-21.1.3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\justhammers\lang\zh_tw.json"
"part","31","31","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\irons_jewelry-1.21.1-1.6.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\part\lang\zh_tw.json"
"emc","30","30","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ProjectE-1.21.1-PE1.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\emc\lang\zh_tw.json"
"units","30","30","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\bookshelf-neoforge-1.21.1-21.1.80.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\units\lang\zh_tw.json"
"gem_class","28","28","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\gem_class\lang\zh_tw.json"
"multiblock","28","28","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\multiblock\lang\zh_tw.json"
"dictionary","27","27","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\dictionary\lang\zh_tw.json"
"dislocate","26","26","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\dislocate\lang\zh_tw.json"
"yacl","26","26","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\yet_another_config_lib_v3-3.8.1+1.21.1-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\yacl\lang\zh_tw.json"
"program","25","25","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Super Factory Manager (SFM)-MC1.21.1-4.28.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\program\lang\zh_tw.json"
"upgrades","25","25","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AdvancedAE-1.6.9-1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\upgrades\lang\zh_tw.json"
"condition","24","24","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\occultism-1.21.1-neoforge-1.201.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\condition\lang\zh_tw.json"
"job","24","24","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\occultism-1.21.1-neoforge-1.201.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\job\lang\zh_tw.json"
"entangled","23","23","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\entangled-1.3.20a-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\entangled\lang\zh_tw.json"
"linkingtool","23","23","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\functionalstorage-1.21.1-1.5.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\linkingtool\lang\zh_tw.json"
"advancement","22","22","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Psi-1.21.1-107.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\advancement\lang\zh_tw.json"
"module_type","22","22","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\module_type\lang\zh_tw.json"
"museumcurator","22","22","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\twilightforest-1.21.1-4.8.3287-universal.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\museumcurator\lang\zh_tw.json"
"requirement","22","22","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\CustomMachinery-neoforge-1.21.1-0.10.54.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\requirement\lang\zh_tw.json"
"appleskin","21","21","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\appleskin-neoforge-mc1.21-3.0.7.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\appleskin\lang\zh_tw.json"
"boiler","21","21","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\boiler\lang\zh_tw.json"
"mode","21","21","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ProjectE-1.21.1-PE1.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mode\lang\zh_tw.json"
"numprefix","21","21","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\numprefix\lang\zh_tw.json"
"miner","20","20","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\miner\lang\zh_tw.json"
"ae2ct","19","19","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ae2ct-1.21.1-1.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ae2ct\lang\zh_tw.json"
"filled_map","19","19","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\supplementaries-1.21-3.5.16-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\filled_map\lang\zh_tw.json"
"rarity","19","19","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\rarity\lang\zh_tw.json"
"color","18","18","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\color\lang\zh_tw.json"
"mob_jar","18","18","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ars_nouveau-1.21.1-5.11.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mob_jar\lang\zh_tw.json"
"transmutation","18","18","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ProjectE-1.21.1-PE1.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\transmutation\lang\zh_tw.json"
"wave_entity","18","18","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\wave_entity\lang\zh_tw.json"
"dungeonsenchantments","17","17","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\enchdesc-neoforge-1.21.1-21.1.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\dungeonsenchantments\lang\zh_tw.json"
"rei","17","17","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\oritech-neoforge-1.21.1-0.19.7.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\rei\lang\zh_tw.json"
"theoneprobe","17","17","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\appliedenergistics2-19.2.17.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\theoneprobe\lang\zh_tw.json"
"transmitter","17","17","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\transmitter\lang\zh_tw.json"
"widget","17","17","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\classicpipes-neoforge-1.21.1-1.0.10.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\widget\lang\zh_tw.json"
"arseng","16","16","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\arseng-2.1.1-beta.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\arseng\lang\zh_tw.json"
"drawer_upgrade","16","16","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\functionalstorage-1.21.1-1.5.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\drawer_upgrade\lang\zh_tw.json"
"keybind","16","16","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AdvancedPeripherals-1.21.1-0.7.59b.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\keybind\lang\zh_tw.json"
"radial","16","16","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\radial\lang\zh_tw.json"
"robit","16","16","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\robit\lang\zh_tw.json"
"enchdesc","15","15","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\enchdesc-neoforge-1.21.1-21.1.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enchdesc\lang\zh_tw.json"
"itemcollectors","15","15","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\itemcollectors-1.1.10-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\itemcollectors\lang\zh_tw.json"
"manual","15","15","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ImmersiveEngineering-1.21.1-12.4.2-194.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\manual\lang\zh_tw.json"
"matrix","15","15","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\matrix\lang\zh_tw.json"
"banner_pattern","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\malum-1.21.1-1.8.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\banner_pattern\lang\zh_tw.json"
"configurator","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\configurator\lang\zh_tw.json"
"enum","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\occultism-1.21.1-neoforge-1.201.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enum\lang\zh_tw.json"
"hud_armor","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Draconic-Evolution-1.21.1-3.1.4.630.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\hud_armor\lang\zh_tw.json"
"minimap","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-chunks-neoforge-2101.1.13.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\minimap\lang\zh_tw.json"
"painting","14","14","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\painting\lang\zh_tw.json"
"ftbauxilium","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-auxilium-neoforge-21.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ftbauxilium\lang\zh_tw.json"
"gem","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\gem\lang\zh_tw.json"
"holiday","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\holiday\lang\zh_tw.json"
"ie","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ImmersiveEngineering-1.21.1-12.4.2-194.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ie\lang\zh_tw.json"
"lore","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\irons_spellbooks-1.21.1-3.15.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\lore\lang\zh_tw.json"
"placement","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\create_hypertube-0.3.0-NEOFORGE.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\placement\lang\zh_tw.json"
"productivebees","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\productivemetalworks-1.21.1-1.14.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\productivebees\lang\zh_tw.json"
"robit_skin","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\robit_skin\lang\zh_tw.json"
"statusbar","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\createaddition-1.5.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\statusbar\lang\zh_tw.json"
"tracking_field","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\cc-tweaked-1.21.1-forge-1.117.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\tracking_field\lang\zh_tw.json"
"tutorial","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\tutorial\lang\zh_tw.json"
"whirlisprig","13","13","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ars_nouveau-1.21.1-5.11.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\whirlisprig\lang\zh_tw.json"
"appmek","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Applied-Mekanistics-1.6.3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\appmek\lang\zh_tw.json"
"argument","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\cc-tweaked-1.21.1-forge-1.117.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\argument\lang\zh_tw.json"
"configurationtool","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\functionalstorage-1.21.1-1.5.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\configurationtool\lang\zh_tw.json"
"constants","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\constants\lang\zh_tw.json"
"durabilitytooltip","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\durabilitytooltip-1.1.6-neoforge-mc1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\durabilitytooltip\lang\zh_tw.json"
"font","12","12","0","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\bookshelf-neoforge-1.21.1-21.1.80.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\font\lang\zh_tw.json"
